331.83	0.0380237	331.391	1
335.258	0.0395803	331.391	1
340.383	0.0392704	331.391	1
340.209	0.0398001	331.391	1
305.431	0.0398138	331.391	-1
303.973	0.0399403	331.391	-1
316.977	0.0399710	331.391	-1
341.492	0.0384926	331.391	1
342.488	0.0399853	331.391	1
328.194	0.0386641	331.391	-1

344.391	0.0501187	331.391	1
313.551	0.0570256	331.391	-1
320.824	0.0502258	331.391	-1
325.027	0.0538050	331.391	-1
350.456	0.0552783	331.391	1
349.071	0.0511187	331.391	1
328.454	0.0582573	331.391	-1
344.995	0.0531187	331.391	1
342.83	0.0551753	331.391	1
348.717	0.0597187	331.391	1

336.105	0.0630957	331.391	1
346.199	0.0645981	331.391	1
335.344	0.0690257	331.391	1
328.994	0.0677953	331.391	-1
328.817	0.0700795	331.391	-1
313.658	0.0720933	331.391	-1
321.876	0.0782950	331.391	-1
349.068	0.0630957	331.391	1
334.305	0.0686809	331.391	1
311.645	0.0750934	331.391	-1

327.3	0.0794328	331.391	-1
338.552	0.0804222	331.391	1
340.071	0.0829439	331.391	1
316.832	0.0817731	331.391	-1
332.437	0.0903943	331.391	1
339.881	0.0972168	331.391	1
328.828	0.0894311	331.391	-1
325.698	0.0936527	331.391	-1
347.002	0.0906601	331.391	1
330.908	0.0984383	331.391	-1

342.053	0.1	331.391	1
319.585	0.117	331.391	-1
352.884	0.105	331.391	1
352.249	0.103	331.391	1
336.436	0.114	331.391	1
327.869	0.120	331.391	-1
328.657	0.119	331.391	-1
369.836	0.123	331.391	1
365.396	0.112	331.391	1
323.056	0.118	331.391	-1

320.588	0.125893	331.391	-1
346.697	0.135357	331.391	1
358.117	0.145836	331.391	1
371.458	0.126491	331.391	1
326.146	0.148013	331.391	-1
353.525	0.134981	331.391	1
345.86	0.128039	331.391	1
328.856	0.134812	331.391	-1
372.589	0.146380	331.391	1
344.805	0.133167	331.391	1

