329.501	0.0398107	331.391	-1
330.219	0.0398107	331.391	-1
302.191	0.0398107	331.391	-1
314.041	0.0398107	331.391	-1
314.25	0.0398107	331.391	-1
333.492	0.0398107	331.391	1
334.367	0.0398107	331.391	1
344.387	0.0398107	331.391	1
334.884	0.0398107	331.391	1
338.53	0.0398107	331.391	1
309.737	0.0398107	331.391	-1
331.356	0.0398107	331.391	-1
319.459	0.0398107	331.391	-1
323.275	0.0398107	331.391	-1
327.571	0.0398107	331.391	-1
355.577	0.0398107	331.391	1
349.525	0.0398107	331.391	1
307.858	0.0398107	331.391	-1
311.816	0.0398107	331.391	-1
327.284	0.0398107	331.391	-1
319.103	0.0398107	331.391	-1
306.899	0.0398107	331.391	-1
338.678	0.0398107	331.391	1
330.175	0.0398107	331.391	-1
325.644	0.0398107	331.391	-1
322.043	0.0398107	331.391	-1
304.681	0.0398107	331.391	-1
336.059	0.0398107	331.391	1
324.081	0.0398107	331.391	-1
306.332	0.0398107	331.391	-1
320.137	0.0398107	331.391	-1
331.688	0.0398107	331.391	1
345.688	0.0398107	331.391	1
334.272	0.0398107	331.391	1
315.247	0.0398107	331.391	-1
336.445	0.0398107	331.391	1
296.446	0.0398107	331.391	-1
315.924	0.0398107	331.391	-1
329.214	0.0398107	331.391	-1
350.056	0.0398107	331.391	1
330.255	0.0398107	331.391	-1
330.914	0.0398107	331.391	-1
330.245	0.0398107	331.391	-1
316.324	0.0398107	331.391	-1
330.564	0.0398107	331.391	-1
303.191	0.0398107	331.391	-1
325.718	0.0398107	331.391	-1
322.81	0.0398107	331.391	-1
318.647	0.0398107	331.391	-1
313.287	0.0398107	331.391	-1
330.909	0.0398107	331.391	-1
334.215	0.0398107	331.391	1
323.529	0.0398107	331.391	-1
318.749	0.0398107	331.391	-1
332.265	0.0398107	331.391	1
309.022	0.0398107	331.391	-1
323.669	0.0398107	331.391	-1
318.654	0.0398107	331.391	-1
323.603	0.0398107	331.391	-1
332.873	0.0398107	331.391	1
303.377	0.0398107	331.391	-1
328.056	0.0398107	331.391	-1
345.925	0.0398107	331.391	1
322.877	0.0398107	331.391	-1
350.296	0.0398107	331.391	1
329.419	0.0398107	331.391	-1
343.46	0.0398107	331.391	1
303.642	0.0398107	331.391	-1
347.54	0.0398107	331.391	1
295.301	0.0398107	331.391	-1
308.486	0.0398107	331.391	-1
321.612	0.0398107	331.391	-1
328.086	0.0398107	331.391	-1
338.208	0.0398107	331.391	1
337.538	0.0398107	331.391	1
358.206	0.0398107	331.391	1
315.746	0.0398107	331.391	-1
329.118	0.0398107	331.391	-1
345.053	0.0398107	331.391	1
325.722	0.0398107	331.391	-1
315.652	0.0398107	331.391	-1
332.696	0.0398107	331.391	1
325.134	0.0398107	331.391	-1
316.826	0.0398107	331.391	-1
317.793	0.0398107	331.391	-1
344.38	0.0398107	331.391	1
337.546	0.0398107	331.391	1
342.922	0.0398107	331.391	1
332.974	0.0398107	331.391	1
338.328	0.0398107	331.391	1
334.732	0.0398107	331.391	1
335.616	0.0398107	331.391	1
333.147	0.0398107	331.391	1
320.165	0.0398107	331.391	-1
321.278	0.0398107	331.391	-1
278.018	0.0398107	331.391	-1
320.563	0.0398107	331.391	-1
336.108	0.0398107	331.391	1
310.297	0.0398107	331.391	-1
1	1	1	1
313.368	0.0501187	331.391	-1
339.382	0.0501187	331.391	1
322.111	0.0501187	331.391	-1
320.756	0.0501187	331.391	-1
353.912	0.0501187	331.391	1
348.072	0.0501187	331.391	1
310.083	0.0501187	331.391	-1
319.053	0.0501187	331.391	-1
324.102	0.0501187	331.391	-1
334.787	0.0501187	331.391	1
325.33	0.0501187	331.391	-1
317.303	0.0501187	331.391	-1
341.456	0.0501187	331.391	1
322.6	0.0501187	331.391	-1
316.067	0.0501187	331.391	-1
339.891	0.0501187	331.391	1
337.055	0.0501187	331.391	1
350.018	0.0501187	331.391	1
334.228	0.0501187	331.391	1
374.323	0.0501187	331.391	1
323.111	0.0501187	331.391	-1
321.018	0.0501187	331.391	-1
349.8	0.0501187	331.391	1
322.974	0.0501187	331.391	-1
338.829	0.0501187	331.391	1
364.835	0.0501187	331.391	1
314.561	0.0501187	331.391	-1
336.559	0.0501187	331.391	1
319.024	0.0501187	331.391	-1
310.366	0.0501187	331.391	-1
346.237	0.0501187	331.391	1
331.726	0.0501187	331.391	1
327.117	0.0501187	331.391	-1
346.075	0.0501187	331.391	1
339.937	0.0501187	331.391	1
355.225	0.0501187	331.391	1
363.435	0.0501187	331.391	1
348.844	0.0501187	331.391	1
322.567	0.0501187	331.391	-1
331.254	0.0501187	331.391	-1
328.071	0.0501187	331.391	-1
343.827	0.0501187	331.391	1
313.202	0.0501187	331.391	-1
311.815	0.0501187	331.391	-1
336.402	0.0501187	331.391	1
314.135	0.0501187	331.391	-1
316.139	0.0501187	331.391	-1
313.306	0.0501187	331.391	-1
315.382	0.0501187	331.391	-1
318.886	0.0501187	331.391	-1
326.827	0.0501187	331.391	-1
338.06	0.0501187	331.391	1
330.994	0.0501187	331.391	-1
334.702	0.0501187	331.391	1
320.299	0.0501187	331.391	-1
314.599	0.0501187	331.391	-1
327.944	0.0501187	331.391	-1
353.906	0.0501187	331.391	1
310.404	0.0501187	331.391	-1
354.046	0.0501187	331.391	1
328.924	0.0501187	331.391	-1
354.658	0.0501187	331.391	1
321.687	0.0501187	331.391	-1
339.876	0.0501187	331.391	1
359.647	0.0501187	331.391	1
345.95	0.0501187	331.391	1
335.126	0.0501187	331.391	1
343.363	0.0501187	331.391	1
346.365	0.0501187	331.391	1
345.371	0.0501187	331.391	1
323.192	0.0501187	331.391	-1
328.371	0.0501187	331.391	-1
339.54	0.0501187	331.391	1
337.97	0.0501187	331.391	1
320.41	0.0501187	331.391	-1
319.956	0.0501187	331.391	-1
323.07	0.0501187	331.391	-1
340.144	0.0501187	331.391	1
327.414	0.0501187	331.391	-1
329.487	0.0501187	331.391	-1
357.657	0.0501187	331.391	1
302.936	0.0501187	331.391	-1
330.271	0.0501187	331.391	-1
336.419	0.0501187	331.391	1
334.889	0.0501187	331.391	1
312.008	0.0501187	331.391	-1
336.101	0.0501187	331.391	1
314.341	0.0501187	331.391	-1
322.397	0.0501187	331.391	-1
335.223	0.0501187	331.391	1
339.474	0.0501187	331.391	1
332.354	0.0501187	331.391	1
329.194	0.0501187	331.391	-1
324.141	0.0501187	331.391	-1
320.821	0.0501187	331.391	-1
331.113	0.0501187	331.391	-1
340.075	0.0501187	331.391	1
345.955	0.0501187	331.391	1
337.311	0.0501187	331.391	1
1	1	1	1
326.571	0.0630957	331.391	-1
341.833	0.0630957	331.391	1
318.305	0.0630957	331.391	-1
313.288	0.0630957	331.391	-1
296.995	0.0630957	331.391	-1
334.995	0.0630957	331.391	1
318.114	0.0630957	331.391	-1
330.919	0.0630957	331.391	-1
334.78	0.0630957	331.391	1
342.743	0.0630957	331.391	1
328.012	0.0630957	331.391	-1
364.074	0.0630957	331.391	1
351.49	0.0630957	331.391	1
335.816	0.0630957	331.391	1
349.046	0.0630957	331.391	1
335.117	0.0630957	331.391	1
345.139	0.0630957	331.391	1
368.919	0.0630957	331.391	1
312.523	0.0630957	331.391	-1
319.468	0.0630957	331.391	-1
351.382	0.0630957	331.391	1
368.962	0.0630957	331.391	1
