317.286	0.0398107	331.391	-1
344.161	0.0398107	331.391	1
343.742	0.0398107	331.391	1
327.318	0.0398107	331.391	-1
326.05	0.0398107	331.391	-1
347.886	0.0398107	331.391	1
327.822	0.0398107	331.391	-1
333.12	0.0398107	331.391	1
346.325	0.0398107	331.391	1
304.206	0.0398107	331.391	-1
312.72	0.0398107	331.391	-1
332.536	0.0398107	331.391	1
334.294	0.0398107	331.391	1
339.547	0.0398107	331.391	1
329.765	0.0398107	331.391	-1
330.291	0.0398107	331.391	-1
310.045	0.0398107	331.391	-1
309.189	0.0398107	331.391	-1
350.257	0.0398107	331.391	1
321.435	0.0398107	331.391	-1
324.566	0.0398107	331.391	-1
343.731	0.0398107	331.391	1
323.663	0.0398107	331.391	-1
318.693	0.0398107	331.391	-1
338.792	0.0398107	331.391	1
348.186	0.0398107	331.391	1
335.873	0.0398107	331.391	1
324.715	0.0398107	331.391	-1
346.192	0.0398107	331.391	1
355.733	0.0398107	331.391	1
348.348	0.0398107	331.391	1
356.738	0.0398107	331.391	1
329.463	0.0398107	331.391	-1
346.402	0.0398107	331.391	1
329.459	0.0398107	331.391	-1
324.673	0.0398107	331.391	-1
331.971	0.0398107	331.391	1
307.69	0.0398107	331.391	-1
335.928	0.0398107	331.391	1
328.739	0.0398107	331.391	-1
314.479	0.0398107	331.391	-1
324.349	0.0398107	331.391	-1
326.395	0.0398107	331.391	-1
329.121	0.0398107	331.391	-1
323.158	0.0398107	331.391	-1
330.323	0.0398107	331.391	-1
314.808	0.0398107	331.391	-1
328.159	0.0398107	331.391	-1
328.331	0.0398107	331.391	-1
324.65	0.0398107	331.391	-1
329.668	0.0398107	331.391	-1
340.08	0.0398107	331.391	1
358.984	0.0398107	331.391	1
348.531	0.0398107	331.391	1
299.803	0.0398107	331.391	-1
341.586	0.0398107	331.391	1
335.529	0.0398107	331.391	1
355.03	0.0398107	331.391	1
316.646	0.0398107	331.391	-1
325.643	0.0398107	331.391	-1
333.599	0.0398107	331.391	1
341.65	0.0398107	331.391	1
335.587	0.0398107	331.391	1
322.084	0.0398107	331.391	-1
338.421	0.0398107	331.391	1
337.504	0.0398107	331.391	1
341.492	0.0398107	331.391	1
355.366	0.0398107	331.391	1
312.833	0.0398107	331.391	-1
323.691	0.0398107	331.391	-1
335.585	0.0398107	331.391	1
328.968	0.0398107	331.391	-1
359.333	0.0398107	331.391	1
322.174	0.0398107	331.391	-1
314.001	0.0398107	331.391	-1
321.245	0.0398107	331.391	-1
325.978	0.0398107	331.391	-1
347.984	0.0398107	331.391	1
325.061	0.0398107	331.391	-1
326.664	0.0398107	331.391	-1
340.909	0.0398107	331.391	1
330.378	0.0398107	331.391	-1
317.235	0.0398107	331.391	-1
300.357	0.0398107	331.391	-1
331.876	0.0398107	331.391	1
325.714	0.0398107	331.391	-1
331.68	0.0398107	331.391	1
332.966	0.0398107	331.391	1
333.336	0.0398107	331.391	1
332.437	0.0398107	331.391	1
345.031	0.0398107	331.391	1
307.523	0.0398107	331.391	-1
352.663	0.0398107	331.391	1
315.862	0.0398107	331.391	-1
316.879	0.0398107	331.391	-1
338.311	0.0398107	331.391	1
321.6	0.0398107	331.391	-1
335.341	0.0398107	331.391	1
307.785	0.0398107	331.391	-1
1	1	1	1
323.756	0.0501187	331.391	-1
328.911	0.0501187	331.391	-1
329.359	0.0501187	331.391	-1
323.995	0.0501187	331.391	-1
340.196	0.0501187	331.391	1
324.842	0.0501187	331.391	-1
319.165	0.0501187	331.391	-1
343.189	0.0501187	331.391	1
342.269	0.0501187	331.391	1
340.849	0.0501187	331.391	1
337.779	0.0501187	331.391	1
317.326	0.0501187	331.391	-1
319.806	0.0501187	331.391	-1
316.625	0.0501187	331.391	-1
342.813	0.0501187	331.391	1
333.555	0.0501187	331.391	1
324.012	0.0501187	331.391	-1
343.328	0.0501187	331.391	1
339.337	0.0501187	331.391	1
323.822	0.0501187	331.391	-1
323.402	0.0501187	331.391	-1
330.58	0.0501187	331.391	-1
355.092	0.0501187	331.391	1
334.737	0.0501187	331.391	1
324.395	0.0501187	331.391	-1
324.434	0.0501187	331.391	-1
331.331	0.0501187	331.391	-1
312.072	0.0501187	331.391	-1
326.528	0.0501187	331.391	-1
326.067	0.0501187	331.391	-1
331.901	0.0501187	331.391	1
344.118	0.0501187	331.391	1
328.693	0.0501187	331.391	-1
309.402	0.0501187	331.391	-1
331.606	0.0501187	331.391	1
320.906	0.0501187	331.391	-1
340.986	0.0501187	331.391	1
370.084	0.0501187	331.391	1
332.484	0.0501187	331.391	1
335.051	0.0501187	331.391	1
338.213	0.0501187	331.391	1
327.321	0.0501187	331.391	-1
328.163	0.0501187	331.391	-1
330.695	0.0501187	331.391	-1
342.36	0.0501187	331.391	1
334.523	0.0501187	331.391	1
329.157	0.0501187	331.391	-1
321.016	0.0501187	331.391	-1
329.519	0.0501187	331.391	-1
341.648	0.0501187	331.391	1
363.901	0.0501187	331.391	1
344.793	0.0501187	331.391	1
340.026	0.0501187	331.391	1
340.611	0.0501187	331.391	1
333.823	0.0501187	331.391	1
321.823	0.0501187	331.391	-1
324.833	0.0501187	331.391	-1
331.709	0.0501187	331.391	1
318.123	0.0501187	331.391	-1
321.427	0.0501187	331.391	-1
313.983	0.0501187	331.391	-1
352.18	0.0501187	331.391	1
318.942	0.0501187	331.391	-1
318.502	0.0501187	331.391	-1
324.956	0.0501187	331.391	-1
322.24	0.0501187	331.391	-1
331.553	0.0501187	331.391	1
347.035	0.0501187	331.391	1
327.392	0.0501187	331.391	-1
317.537	0.0501187	331.391	-1
332.156	0.0501187	331.391	1
319.752	0.0501187	331.391	-1
299.442	0.0501187	331.391	-1
341.345	0.0501187	331.391	1
327.633	0.0501187	331.391	-1
344.937	0.0501187	331.391	1
321.783	0.0501187	331.391	-1
330.656	0.0501187	331.391	-1
313.087	0.0501187	331.391	-1
322.162	0.0501187	331.391	-1
319.99	0.0501187	331.391	-1
333.357	0.0501187	331.391	1
346.475	0.0501187	331.391	1
324.157	0.0501187	331.391	-1
332.486	0.0501187	331.391	1
335.601	0.0501187	331.391	1
303.306	0.0501187	331.391	-1
339.175	0.0501187	331.391	1
310.856	0.0501187	331.391	-1
330.287	0.0501187	331.391	-1
342.175	0.0501187	331.391	1
291.509	0.0501187	331.391	-1
318.419	0.0501187	331.391	-1
333.276	0.0501187	331.391	1
337.36	0.0501187	331.391	1
335.479	0.0501187	331.391	1
309.392	0.0501187	331.391	-1
340.641	0.0501187	331.391	1
323.594	0.0501187	331.391	-1
1	1	1	1
340.047	0.0630957	331.391	1
351.013	0.0630957	331.391	1
323.4	0.0630957	331.391	-1
348.421	0.0630957	331.391	1
318.947	0.0630957	331.391	-1
315.021	0.0630957	331.391	-1
357.92	0.0630957	331.391	1
295.447	0.0630957	331.391	-1
338.877	0.0630957	331.391	1
338.816	0.0630957	331.391	1
335.323	0.0630957	331.391	1
334.058	0.0630957	331.391	1
317.099	0.0630957	331.391	-1
312.328	0.0630957	331.391	-1
327.063	0.0630957	331.391	-1
325.657	0.0630957	331.391	-1
